text,valence,arousal
locationroom a little small and combined with the price there are small boutique chain that offer better value,0.3261176055812633,-0.10128263515142791
Spotless cleaning Big space for shower and modern looking even though the room is small Happy that coffee and bottled water are available in the room to kick start business meetingsRoom is small,0.1983882961157656,-0.30898404695470133
great room and locationnothing,0.2568398718640992,-0.004776752743187545
"Location was excellent for travelling to downtown london or to Heathrow 
Tube station was a 2 minute quick walk 
Staff was excellent at all times We were greeted so well at the check in desk 
Concierges were helpful 
Management was approachable and addressed any concernsThe sink in our room would not drain well 
We requested a fix and staff did so 
However, we felt it was not cleaned well afterwards 
We called and someone came to clean it 
The tub also leaked onto the floor We had to put down towels by the tub corner to keep the water soaked up 
The tub sides are very high to climb in for a shower 
However they had low bars on the tub to grab if you can bend over to hold",0.28936113004185604,-0.26322585021756134
ValueEverything is at least decent,-0.03672549096479934,0.1493065579083648
"Clean comfortable beds Free hot drinks whenever you wanted, staff very helpful Quiet room",0.48580055219281426,-0.19976121038576486
"location was great, amazing staff",0.16997652436670488,-0.1052786113024645
"For such a big hotel, it was lovely and quiet The location is perfect for visiting London Eye etc plus theres an underground station right across the road The staff were lovely, really helpful Rooms are spotless and the beds were so comfyNothing Maybe add some hand soap to the bathroom",0.26678240857764995,0.05286264875197801
All goodAll good,0.2162631030382488,0.008353205751384065
Location and qualityLifts very poor,-0.2950116346470883,0.0770468400640782
"Great location, excellent attentive staff and great customer careNothing it was perfect",0.6367878175551535,0.08359124199760917
The noise of the air con unit was annoying  it was outside our room  bathroom could do with an update The air con noise from outside the room,0.3112034159558406,-0.19073247953530637
the viewroom was quite small,0.17674398457102214,-0.17613480759953026
"Just 510 minutes walk from several tube stations, also just 1015 mintes walk from Thames path recommend a stroll towards FulhamSome noice from passing trains on Picadilly and district lines, that passes just behind the car park But with the window closed, the noice was redused a lot",0.08023910306290136,-0.11014739595162251
"Came for the Queens funeral, so we spent only a couple of hours in the room, bed was very comfortable, facilities had all we needed Check in and out was easy and quickNothing",0.07643963538737403,-0.13802877749508213
"The view, of course And the friendly staff",0.5037952536644263,0.012549124792788479
Great location and amazing staffSlightly tired decor but everything is still in working order,0.12693433787074218,-0.05043327754801905
good location for usthe menu choices,0.5818281722351663,-0.13295970217223363
Good value for money Spacious room for London standardsnothing,0.40350575028161456,-0.014913313910299111
"fantastic location for exploring , right beside the turn station",0.46083788745819265,-0.12877283830114247
"Location is amazing , and room size was decent And neighbourhood is safe , metro station is just across the roadTo be objective, I will compare this hotel to rest of London hotels I ever stayed,  because there is no doubt that over all standards for hotels in London is well below standards of hotels in rest of Europe  at least  so in principle,  this hotel was good  However the beds could be more comfortable,  and washrooms could have more toiletries",0.1851528615329403,0.027373022751514348
location is goodrude staff and uncomfortable beds,0.13168666002913587,-0.19580078486482738
As always staff were very friendlythe rooms were very comfortable and breakfast very goodIt was quite noisy on the lower ground floor with lots of chatting and doors banging shut very late at night guests fault not the hotels and also the tv in my room did not work,-0.025784308960010976,0.13174981619881948
"In very convenient location Thats allFirst, check in codes start working at exactly 1500 In no place in the world they dont let you in couple of minutes sometimes hours to check in before check in time One needs to stay outside and wait in the cold
No elevators but its ok, room was good size state of the room is horrible Long hairs on the floors, you cant walk in socks otherwise you can just throw them in a bin Bed full of long hairs, pubic hair everywhere Bed not very comfortable 
Windows foggy and full of mold Weird smell in whole place 
Good carpet cleaning and hovering is a MUST in this place",0.03507279548332812,-0.26305912582011287
"As soon as we asked to move room, the staff were incredibly quick and helpful to move into a room that was everything we wanted Great location for any events in Hyde ParkOur room on arrival was tiny and at the back of the hotel beside a building site with drilling works",0.020610767321633482,-0.15253851669393065
nice clean and comfortable hotel in a good location no view of the bridge but overlooking marina which was okbreakfast very busy had to wait 5 mins with our plates getting cold for fresh bacon from the last tray not good went elsewhere for the 2nd morning,0.23758306860984954,0.06959374410762845
Good locationHard Bed Headboard worn out in both rooms I tried No blind or curtain to the window in the bathroom Anyone can see you showering from buildings at the back of the hotel,0.10197535325772294,-0.18746471369315296
"Exceptionally clean
Easy check inUnfortunately I could not get the water in shower to anything other then luke warm",0.2899336462052516,-0.19204415203339736
staff were friendly and beds were very comfortablerooms are very small and bathroom wasnt the cleanest,0.16295720174837278,0.17108380253902605
Great location Easy checkin and out Comfortable and quietA few maintenance niggles I couldnt change the temperature of the aircon in the room the buttons on the control panel didnt work One of the light switches didnt seem to do anything And the button on the front of the tap the onoff switch for the water was loose and fell off,0.18230305462145585,-0.1822385096304571
"Just 510 minutes walk from several tube stations, also just 1015 mintes walk from Thames path recommend a stroll towards FulhamSome noice from passing trains on Picadilly and district lines, that passes just behind the car park But with the window closed, the noice was redused a lot",0.08023910306290136,-0.11014739595162251
Breakfast was very good and lots of choice,0.5427045548994546,-0.25678557426119636
"The Location is amazing, you can walk to Hyde Park, great restaurants and PubsNothing",0.5364841038680369,0.03451267589313149
modern and great locationExtremely basic no furniture in the room whatsoever just mattresses and a shower room,0.28228345068145666,-0.4097763640756256
"Very clean and super well located near a tube Bathrooms were nice and everything was newQuite a small space but we understand by London standards, thats a given",0.05393471374869151,0.010321805099577558
"i dont like my stay herefirst of all, When i check in, they said i have a free upgrade but the room does not have elevator the elevator is out of order i am travelling with heavy luggage and an elderly When i climbed the ladder and reached the room, i found other guests luggage is already inside the room Clearly they have made a mistake I climbed again and told them what happened I dont want my mother climb again and i told her to wait at the door first They said pls wait a moment and they really made a mistake 

Mistakes happens and i dont think is a big problem I said i dont need a upgrade please just give me a room with elevator They just asked me to wait without a single apology The attitude is so bad  feel like i am the one causing trouble

15 mins passed and my mother still waited at the room door Both of us dont have the progress i asked whats happening now and they just said wait i said my mother is waiting at door step There is no way she climb ups and downs again They finally get me a room in another building I said if anyone free and help me to get the luggage into another building all buildings has door steps in front door They said sorry i dont have people who can help   

ok i carry them by myself to another buildings First, climbing down from one building and up for another building

When i checked out again heavy rain outside, no staff show any willingness to help when they see guests struggling with luggages in the door steps Thank you for the gentleman who is another room guest helping me to get through the steps

i think all the equipments in london hotels is similar but the attitude really makes a hugh difference i would not stay here again and i recommend who are reading this review think twice on booking it",0.01472293644496692,0.25723662275960985
Slippy flour in bathroom and no safe box in room,0.010351220957482588,-0.34715929070562224
"clean, great locationsmall rooms, no coffeetea making facilities in room",0.3279946335167415,-0.1754115024872213
"We stayed for 3 nights and had a great stay Our room on the 7th floor was spacious, clean and had all the necessary inroom facilities If you dont mind walking a bit, the location is great as well Go for a 30 min walk through Hyde Park and youll arrive in Nothing Hill We have also used the London Underground lots, as the tube station was just around the corner",0.4941480518179005,0.16327305314549925
"Great location, excellent attentive staff and great customer careNothing it was perfect",0.6367878175551535,0.08359124199760917
"The location is fantastic, it is so central to navigate all areas of London The staff are exceptional, so friendly, polite  professional Our meal in Hudson bar was deliciousThe sills of the windows are rotten  desperate for painting  a slight musty smell in the shower but nothing that couldnt be resolved quickly  having to eat bacon at breakfast with a spoon as not enough cutlery",0.504933937361588,0.010441597416240888
Handy for Liverpool St and Spitalfields Smart decor Outside space for sitting WiFi and hot water fine The cheaper room without a window was perfectly satisfactory as no street noise Didnt try breakfastMood lighting in room was a bit annoying Very minor point,0.11203939820941852,-0.3144112646957946
Very clean and comfortableOpen plan nature of rooms with sliding door dividing bedroom and toiletshower is not ideal  especially for friends sharing a twin,0.17896131887518654,-0.3015064070386833
We stay at the apartmentits near the hotelour room is at 7 floor without elevatorAlso the room is dirtyNot a good choice,0.11252913820169146,0.06326697112364697
"we did not havei  did not have a fridge in the room , could be very helpful",0.12067655303842126,-0.029686773492890756
Excellent location helpful and friendly staff car park directly below the lobby  25 for 24 hours discounted rate for staying at the hotel Overlooking the ThamesTower BridgeCould have done with more teacoffeemilk in the room  same with most hotels,0.2193437705846863,0.10520577292764709
Great location and amazing staffSlightly tired decor but everything is still in working order,0.12693433787074218,-0.05043327754801905
"The room is very modern and is located around 7min walk to the closest tube stationBreakfast choice is limited, hotel staff wouldnt allow earlier check in and the room is extremely small, barely can move around when you have two large suitcases in the room",0.35094461335649524,0.23629457850209756
"Location of the hotel Close to the London Eye and the bus and tube station itself Close to grocery store, good pizzeria and pub The location itself seems pretty safe Part of the staff is excellent, but part needs additional trainingThere was a smell of sewage in the room all the time We complained at the reception, they said they would solve  nothing was resolved Also the bathroom door was constantly scraping into the stock and barely opening and closing  which one janitor solves in a few minutes realistically  you shouldnt allow a 4 star hotel  The hotel at check in takes 50 GBP as a reservation  deposit if something was damaged in the room  nothing was damaged, but the money was not returned to the card  they said they would return it in 57 days  it took approx 17 days till now and nothing later we read on Trip Advisor that they never return that money to most",0.26735073372720436,0.21410752360253013
"The room was quietLocation and value for money were non existent
The buffet breakfast was rubbish",-0.24651472778885433,-0.023362147348000347
"Good starting point for London sightseeing  close to the underground and bus, with nice and cheap pub in the basement that is serving breakfasts, but is also open till 11 pm Just around the corner nice shop called Istambul express where you can buy all kind of food, including fresh vegetables and fruitsAs usual in British bathrooms, small issues with the drain",-0.09151749725941447,-0.11561614536055723
"Location was greatCould not find the lift girlfriend was pregnant and on 4th floor, and bed was uncomfortable will felt like a bar in the middle of the bed but slept OK",0.06734053507862398,-0.14381897877432817
"LocationRoom was small, bedsheets dirty, aircon couldnt be adjusted, aircon too noisy, blinds didnt cover the window, window not good enough to keep substantial noise out",-0.02443598313136816,-0.0916673333315693
location and staffno safe box in the room No cameras in the corridors,-0.04324236149918415,-0.052683161901690284
"The property is in a good location if you want to explore Shoreditch and the surrounding area It was super easy to check in and it was mostly clean The staff were nice and the continental breakfast was goodThe room itself was a bit dusty around the edges and the TV didnt work properly Although if youre booking a small room like ours, you probably arent spending much time there The main downside was the noise Our room was on the 2nd floor and you could regularly hear a train passing under the building, which was quite disruptive for sleeping The tube does stop around 1am but then resumes again around 6am Not a great place to book if youre a light sleeper",0.3736673242918959,0.03305637307871967
"location was fantastic staff were very friendly, breakfast was very goodna",0.533935750811307,-0.1662861914360991
"Nice staff, great locationNo iron in the room  separate ironlaundry room in the basement",0.10384170691473651,-0.11648289263105015
"The wait for breakfast table can sometimes be very long, some food items and cups run out and the staff manning the breakfast room is on the rude side",-0.31557426685217943,0.27484753218975605
"Fantastic location, 2 minutes away from the houses of parliamentWindows were nonexistent  let in all the noise from outside Someone was having a party in an apartment opposite  our room was shaking from all the noise, didnt stop until 1130pm and we were then woken at 6am by the road sweepers outside You could also hear all the noise in the rooms upstairs The rooms all have wooden flooring so you can hear every step We could heat every time the people upstairs went for a wee too, which was a bit weird Basically didnt sleep at all and the staff said there was nothing they could do  didnt even apologise",0.2566952243873924,0.30987181327383895
The location was excellent for our visit to Hyde Park The breakfast was very good with plenty of choiceHappy with the hotel,0.410483232294885,-0.009293378038058749
"modern, clean and convenientnot option of a proper breakfast facility",0.5006724940724632,-0.3556112044456139
"Its was nice and clean, and the staff were kind",0.5846853566134425,-0.14853237712755205
"The  room was spotlessly clean, the bedding was snowy white and  the bed was really comfortable The staff were really friendly and helpful I only used this as a quick over night stay as I was travelling on Eurostar but I would definitely stay here againNA",0.2096529169646056,0.008590634800750015
"Location 
Spacious roomLifts slow 
Friendly concierge and cleaners 
Room not ready when arrived at 8pm Asked to wait for 10 minutes Was still waiting 30 minutes later no one told me room was ready Upset after a 6 hour journey Not good enough",0.06548552453152462,-0.013328694802114046
comfortable  clean and good value for money,0.409124456227181,-0.2201377302460527
Location and staff,0.3153197740452261,-0.18741923961303947
excellent location and friendly staffsoundproofing can be better can hear footsteps from corridor and room upstairs,0.13527836081773206,-0.14589876791571307
"fast check in, manager is smart and nice to offer us the best option as available in the hotelthe hotel room itself is designed too small and overheated inside the room, the air conditioning doesnt make a comforting human temperature, no windows room can be changed, the small rooms are over priced, the room feels like a sauna room",0.12160932971008093,0.07403437004510516
Nothing specialNothing,-0.09766376182944098,0.10215872686278667
The location was great for me 5 walk to the tube station fromto the airport and 7 min walking to the conference I attended,0.07047630312553685,-0.00457156294792142
"Great location, very clean and modern, friendly staffNo teacoffee facilities in room",0.1781854070325291,-0.09186704829554826
"its location 
rooms seemed clean 
staff niceit was very dated,, shower stopped working,, 
breakfast, boiled eggs, cold toast hard croissants 
we didnt eat breakfast the second morning
smelt like fags",0.18073247179395394,-0.09865143237533078
"we stayed for four nights, we were upgraded to a deluxe room room was small with very little storage but was very clean and bed was small but comfortable  unusual setup in that the hotel is spread across four buildings with other buildings in between but these can only be accessed using your key card so felt safe fantastic location just a few minutes from earls court tube station with some shops and restaurants nearby hotel is situated in a quiet street so no problems with noisealthough you are advised to call reception if you need anything they dont answer the phone, it goes straight to voicemail only had one occasion when we needed to contact them as housekeeping had forgotten to leave towels went to reception several doors up and they gave us towels",0.20203983543792237,0.17540932645456114
"Continental breakfast was basic but adequate considering its free The staff were lovely and helpful Location is excellent, we visited Westminster Abbey, saw Wicked at the Apollo Victoria and visited Camden market All accessible from the number 24 bus which stops directly outside hotelI stripped the bed the morning we left and was horrified by the state of the mattress It was heavily stained and Im glad I only noticed that as we were leaving It was a shock as it wasnt in keeping with the rest of the hotel which is fresh and clean",0.3828094761147241,0.21107755128691733
"The accessibility and location were greatThe hotel needs a major interior upgrade
The halls, carpeting, bathrooms and rooms without sound barriers leave much to be desired",0.26674761760655874,-0.1433806305749265
"Reception Staff were so helpful and friendly,  our room and reception was lovely and clean",0.4935890048073094,-0.04940314574122861
LocationIts a bit too expensive,0.10015766656200138,-0.13021789602174144
"The staff was very nice, and Moh made us feel welcome The room was small but cosy, with beautiful bright windows It was quiet and spotlessly clean",0.41201939251075353,-0.16885918723942447
Afternoon Tea and viewCoffee machine didnt work as well the buttons to clean or dont disturb,0.037736034908972343,0.014510700849174381
"Nice location, very clean rooms",0.42296886439829,-0.3429820054382119
"convenient location, disabled access room was ideal, and very well placedBreakfast was okay, but a bit limited in the range of food available",0.17669220938861738,-0.15788364273809513
"Great location, value for money Great view from the room and comfortable bed Fresh and varied buffet breakfast",0.34930874518092986,-0.08680934939125237
I appreciated the friendliness of the staff,0.6339323557652753,-0.05111266165012805
LocationElevator not working will errors,-0.2771703086227065,0.06679194504230854
Very clean and comfortableNothing,-0.08368482488885189,0.09728373674269919
The breakfast was a bit bland but I guess thats a cultural differenceMore variety in the breakfast or perhaps a different breakfast menu for different days,0.4457950196719571,-0.09967069218618611
"Location of hotel great, breakfast room very small,your all on top of one another and not great choices The bar looks nothing like the booking pictures ver small and not open till early eveningBreakfast,bar,room",0.16062141544825745,-0.12197938844839631
"Great reception and welcome from staff, very friendly and helpful Lovely room, very comfortable and a real bonus to have air con that actually works Handy location and easy walk to tube and bus stop  Great stayNothing, everything exceeded expectations thank you",0.2890724061092462,0.08486109803984154
"Full English Breakfast was ok
Sausage quite salty
Premier Inn full English Breakfast Im sorry to say in my opinion was excellentSausages in the full English Breakfast",0.1297714394794531,0.1143235530663264
It went very smooth The lady at the reception was very niceThe room was a bit cold Couldnt figure out how to turn on the heater,0.19733393161849147,0.12600505677959695
The location excellent everything within walking distanceGreatI am not good with the symbols for working the electrics etc but that is my fault,-0.09248423546523742,0.06649842986111931
"The choice was ok but the quality of ingredients and the realization was poorThe room was small for a kind size bed 
He tooled them two days to fix the air conditioning",0.1611033766632489,-0.1354404520477654
Great location and friendly staff Im recommending this hotel to anyone visiting London,0.3729760417791474,-0.018063866498692866
"Really kind staff, everything is clean and tidy, amazing location, the lobby smells really nice too",0.5025089553907354,-0.07891008594893076
"Location great, basic hotel with excellent staffRooms are small, the shower door is see through",0.4568663392996107,-0.34996406289426246
"Lovely outside area 
Great size bed really comfortableNo mini bar in room fridge was empty No room service after eleven or didnt seem to be as no one answered the phone",0.13704210797850958,-0.16336031684225635
"Good location for the money to be near St Pancras and Kings Cross Rail stations Area outside the hotel not the cleanest, but the hotel clean and better than expectations for area and priceLow water pressure in the shower",0.25782889678319093,-0.12247357139263919
"The room was fantastic Very clean comfortable beds
The location was brilliant easy access to everywhere in London Tube nearby and bustops close
Breakfast was outstanding
 The staff were so accommadating Very friendly and so helpfulAll was good",0.36129448455585883,0.018211904491467507
"Beautiful entrance, location, rooms and staffno window in our room",0.24254574149334218,-0.2716623254092028
"Great locationSmall rooms, but expected for London",0.32937665305170394,-0.0574401765950096
"Location, rooms",0.15607268681021758,-0.3117813494596118
Perfect location for traveling around and out of London Would definitely stay again and would highly recommend to others,0.6627168460776366,-0.0089739656548191
"was friendly stagfshower was rubbish couldnt get a decent shower 
and the bed was so uncomfortable it was horrible",-0.13596393530197126,0.18883879965491296
"Very clean, tidy room, 10 mins walk from victoria coach station and train station, good location, value for money, no complaints with continental breakfast would go againOnly thing i thought could have been improved is the bed base, looked like a divan bed with drawers missing but thats just me being picky to find",0.2345373618688568,0.012357456357349798
"location is great, quite, safe and close to restaurants, coffee shops, close to London eye  easy to reach
fast check in  out, great front desk team
room is spacious and beds are comfortablethe cleaning service is not good comparing it to my previous stay
some furniture need to be renewed",0.3759097255451736,-0.23007022812721079
"The location was great, very central and close to everything The room was small and basic but very comfortable and cleanThe price given the size and simplicity of the premises",0.6022514018769534,-0.02378670113195591
"Hotel location great,  room had everything expectedDidnt like the basement location of the room",0.11322699513941359,0.07142178196061591
"Inhouse pub the London Pub
Takeaway discount on Blooms pizza
Wooden room security cardsNo USB charger sockets
A little overpriced at 170",0.03362589708560434,-0.019468288004752678
"location was excellent right beside Gloucester Road tube stationWhile the entrance and lobby are very grand the guest room, while very clean, was looking  dated and shabby with cracked tiles in the bathroom and peeling, scuffed woodwork in the bedroom The corridors smelt very damp as if the carpets were wet I was  disappointed as Ive stayed here several times before and always been very impressed",0.047873174140110386,-0.1448341221510494
"The hotel was lovely, the staff were very welcoming The rooms were clean, modern  beds were comfortable The showers were powerful  hotNA",0.5681000952971943,-0.22113847378402504
"Location  walking distance to Buckingham palace and most imporantly  to the tube The surrounding is nice and quiet The breakfast was nice, including fruit and vegetable The staff was kind",0.3879877243676602,-0.25135494123288993
"Clean and welcoming Good breakfast for the included price Staff were wonderfully helpfulAs an American, I might just not be used to British beds however these beds are hard as rocks and the pillows were quite thin",0.11580210417458606,0.15491936513288787
"Location was ideal right next to Kings Cross, price is good if you need a cheap onsuite roomNoisey accommodation, the underground rail line  you can hear all night which is one of those things,but the room insulation from other rooms isnt great, I was woken a few times at the early hours of the morning by slamming doors and noisey guests",0.29727080058779926,0.06999940828197994
"lovely room very comfortable beds, view was fantasticno green tea bags",0.12278079099146604,-0.06544122096952837
"very clean and location is in central and close to everythingbad phone signal, no toothpaste and the rooms were small",0.14319814726404156,-0.19773686770179824
clean and great location  The Staff were really wonderful and efficient It was the best service I have had at a UK hotel evernothing  it was excellent all round,0.6437416149817013,-0.09328946826247134
"The locationRooms quite hot even with AC on 
I little claustrophobic bc of the room having no windows",0.046976153875842606,-0.033439439154263347
"The hotel was perfect for a family trip Close walk to most things we wanted to do  

We also got the guest of the day so got a free upgrade to a penthouse This was amazing and completely unexpected which made it even more special 

The breakfast was good, and the staff were friendly They were also giving the children halloween goodies which they loved 

Thank you There wasnt anything we didnt like",0.33405336686795273,0.34483814947667824
"Great location for the tubesThe room we had was smaller than expected, compared to where we have stayed before
The bath was slightly stained which I wouldnt expect for a 4 hotel 
Disappointed with our view our the window we looked out onto offices  my booking said we would have a view
Towel radiator and aircon functions did not work
TV apps provided on the tv werent functional and certain channels didnt have any sound after certain times of the day  which annoyed us both as wanted to watch a late night movie
Room location was dissatisfying  next to hall way double doors which people kept going through which meant they kept banging against each other and echoing into our room during the night
We were never told about the restaurant located inside the hotel or your Starbucks cafe, on arrival, or offered to add breakfast onto our booking",0.3156784449541863,0.08016539201455776
"Good value for money The bathroom was spacious and modern The bed and pillows were comfy Left the fan on 19 degrees as the room was a little stuffy Enough plugs within the room Great to have a mini fridge and will fit big bottles The safe was good to have and easy to use Great location, litlerally a 2 minute walk to the tube Lots of pubs and restaurants around Very happy If you dont book breakfast, you can pay 1499 per person, we didnt realise if you book breakfast on the day of checking in, you get it for 10 each  They should tell you this as reception The breakfast room was busy and a bit stuffy The menu had French toast on it but none was available",0.3519747104519843,0.012648621358406862
"The style was quirky and funThe room was freezing cold, the thermostat didnt work The bathroom was dirty",-0.21185804318400897,-0.17664345906432966
"The staff were excellent,bar prices very reasonableNot a fan of continental breakfast but a good choice and plenty of it
The shower in our didnt work properly  we didnt complain but very little else",0.3023402948841454,-0.13247894731852114
Nice quiet area close to Paddington  Hyde Park Room  facilities were goodBreakfast was very limited in choice,0.32685882489437035,-0.10120745481919112
"Good location, comfortable and relatively spacious rooms with decent facilities Not bad value at all for being in central LondonThe WiFi was unreliable and kept disconnecting or being very poor speed Im glad I wasnt trying to work there The bar is very soulless but there are plenty of better places nearby",0.3405664737772713,-0.035129688959571664
"Room was clean, staff helpful Comfortable",0.22260267760501612,-0.1084916801596894
"The hotel was in a convenient location I had several tours leaving from the Victoria Coach Station, so I wanted a hotel near there this was also not far from other places in central London, some within easy walking distance and others reachable by Tube The breakfast buffet was OK Ive seen better, but Ive seen worseThe room was rather small and cramped, but thats typical of central London hotels unless you pay a heck of a lot more than this Its adequate The room numbering is a bit confusing, with the numbers not corresponding to floors in any sensible way, and there are two different lifts going to different sets of rooms but once you figure that stuff out its all right",0.2033093932594854,0.04206985815262454
"Proximity to Warren st tube station
Clean bathroom, nice sheetsVery small room, no chocolate or biscuits Dirty window frames and some dirt on skirting boards",0.22113276433871015,-0.34874378258040045
"The location and bedsDated facilities, dated bathroom",0.10937012227223794,-0.3787917990020381
"The room was fine for a one night stay  The value for that location was good  The hosts were able to move us to a basement room which only required 2 flights of steps  The room was clean and met our needs for that night  The location was within walking distance of the train station which was our main reason for selecting Studios2LetThe room was so tiny that we appreciated that it was for one night only  The lack of a lift was very sad  We had very heavy suitcases and navigating multiple sets of stairs became difficult for persons of our age  Also, having to scoot out the faux shelf below the window to turn on the heat was a trick

I am not sure how you calculated a 5 on this review  I have almost as many frowns as smiles on the scale",0.2680337713594122,0.15617498200846794
I personally enjoyed the location it was easy to get to just a short 5 minute walk from the station On arrival the staff were so accommodating and friendly and my room was just as I had imagined it to beI didnt like that the wasnt a direct phone line to get hold of reception it was only through WhatsApp message and sometimes the reply was too long and I got a bit frustrated with it,0.12482178631971944,0.2158745183429467
Location and viewBreakfast buffet food could be warmer,0.3789716594845433,-0.11834075825178393
